"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"FRANTIŠEK MAŘÍK","1/7","0",1,"0","68","0%","0%",801
"FRANTIŠEK SVOJŠE","1/7","0",1,"0","41","0%","0%",802
"JAROSLAVA BROŽOVÁ","1/7","0",1,"0","54","100%","0%",803
"LUBOŠ MLÍČKO","1/7","0",0,"0","41","0%","0%",804
"MARIE MLÍČKOVÁ","1/7","0",0,"0","66","100%","0%",805
"MILAN BATYSTA","1/7","0",1,"0","40","0%","0%",806
"VÁCLAV KAFKA","1/7","0",1,"0","35","0%","0%",807
"PAVEL VLADYKA","1/7","0",0,"0","39","0%","0%",808
"JOSEF SVOJŠE","1/7","0",0,"0","60","0%","0%",809
"JAROSLAV BATYSTA ML.","1/7","0",0,"0","42","0%","0%",810
"JAROSLAV BATYSTA ST.","1/7","0",1,"0","67","0%","0%",811
"JAN DZAMEK","1/7","0",0,"0","38","0%","0%",812
"EVA BATYSTOVÁ","1/7","0",0,"0","38","100%","0%",813
"RADEK VLADYKA","1/7","0",0,"0","41","0%","0%",814
