"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JAN BUCEK","1/7","0",1,"0","67","0%","0%",801
"PETR NOVOTNÝ","1/7","0",0,"0","25","0%","0%",802
"PAVEL SYŘIŠTĚ","1/7","0",0,"0","36","0%","0%",803
"MARTIN JEŘÁBEK","1/7","0",0,"0","35","0%","0%",804
"LADISLAV HLAVATÝ","1/7","0",0,"0","64","0%","0%",805
"ING.EVA JIŘÍČKOVÁ","1/7","0",1,"0","44","100%","100%",806
"MIROSLAV DĚDEK","1/7","0",0,"0","52","0%","0%",807
"ING. ZDENĚK CHALUPA","1/7","0",1,"0","32","0%","100%",808
"LENKA ČÁPOVÁ","1/7","0",0,"0","36","100%","0%",809
"FRANTIŠEK MEJDR","1/7","0",1,"0","51","0%","0%",810
"MGR. LUCIE NYKLOVÁ","1/7","0",0,"0","34","100%","100%",811
"ING. PETR KOPÁČ","1/7","0",1,"0","46","0%","100%",812
