"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"LADISLAV ŠTOČEK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","55","0%","0%",801
"IVANA NOSKOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","50","100%","0%",802
"JOSEF ANDRAŠOVSKÝ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","59","0%","0%",803
"PAVEL KRATOCHVÍL, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","64","0%","0%",804
"RICHARD BÍLEK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","44","0%","0%",805
"JAN KUBÍK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","41","0%","0%",806
"ING. MARTIN FEJKS, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","35","0%","100%",807
"ROMAN SOKOL, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","39","0%","0%",808
"PETRA SOKOLOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","36","100%","0%",809
"ING. JIŘÍ VČELÁK, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","28","0%","100%",810
"PETR CHVOJKA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","37","0%","0%",811
"MILAN KOŠŤÁL, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","48","0%","0%",812
