"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"TOMÁŠ FOLVARČNÝ, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","47","0%","0%",801
"VLADISLAV VANĚK, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","56","0%","0%",802
"VÁCLAV URBAN, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","25","0%","0%",803
"JAROSLAV URBAN, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","51","0%","0%",804
"TOMÁŠ PLISKA, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","43","0%","100%",805
"DÁŠA MAJEROVÁ, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","43","100%","0%",806
"VÁCLAV KUBĚJ, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","62","0%","0%",807
"MARTINA SKÝPALOVÁ, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","31","100%","100%",808
"LADISLAV TRČKA, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","40","0%","100%",809
"MARTIN BENEŠ, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","57","0%","100%",810
"PAVEL GERLA, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","43","0%","100%",811
"JAN BALÁŠ, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","48","0%","100%",812
"IGOR DOBEŠ, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","34","0%","100%",813
"ELIŠKA HRONEŠOVÁ, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","57","100%","100%",814
"KATEŘINA ŠPAKOVÁ, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","28","100%","0%",815
"MILENA ŠRÁMKOVÁ, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","49","100%","0%",816
"JAN VACULÍN, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","32","0%","100%",817
"LUKÁŠ VÁLEK, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","35","0%","100%",818
"ZDENĚK ŠKROBÁK, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","36","0%","0%",819
"DALIBOR ŠVEC, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","53","0%","100%",820
"JAN JADRNÍČEK, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","56","0%","100%",821
"IVAN LEXA, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","72","0%","100%",822
"MIROSLAVA HLAVÁČOVÁ, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","46","100%","0%",823
"PAVEL GROSSMAN, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","45","0%","0%",824
"MILAN DOBEŠ, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","57","0%","0%",825
"IVO ŠRÁMEK, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","33","0%","0%",826
"KATEŘINA DOBEŠOVÁ, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","37","100%","100%",827
