"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MIROSLAV VODRÁŽKA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","36","0%","0%",801
"MICHAL VACEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","32","0%","100%",802
"VÁCLAV ZÁSTĚRA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","43","0%","0%",803
"JANA KAŠPAROVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","58","100%","0%",804
"GABRIELA SUKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","38","100%","100%",805
"ONDŘEJ KOLČAVA, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","33","0%","0%",806
"LADISLAV BROŽ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","51","0%","0%",807
"JAN SUK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","31","0%","100%",808
"JAROSLAVA GRUNTORÁDOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","65","100%","0%",809
"ZDEŇKA LOSKOTOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","66","100%","0%",810
"JIŘÍ ŠTĚPÁNEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","53","0%","0%",811
