"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MARTIN NAHODIL","1/7","0",1,"0","39","0%","0%",801
"VÍTĚZSLAV BARTÍK","1/7","0",1,"0","37","0%","0%",802
"JIŘÍ RYGL","1/7","0",1,"0","49","0%","0%",803
"ROSTISLAV NOVÁK","1/7","0",1,"0","45","0%","0%",804
"MIROSLAVA MILOSTNÁ","1/7","0",1,"0","44","100%","0%",805
"RADIM OTÁHAL","1/7","0",0,"0","34","0%","0%",806
"JAN HANZAL","1/7","0",0,"0","31","0%","0%",807
"ROMAN NAVRÁTIL","1/7","0",0,"0","36","0%","0%",808
"BRONISLAVA FOJTLOVÁ","1/7","0",0,"0","46","100%","0%",809
"JIŘÍ ČURDA","1/7","0",1,"0","60","0%","0%",810
