"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"GABRIELA JENÍČKOVÁ","1/7","0",0,"0","40","100%","100%",801
"LUKÁŠ LEITERMAN","1/7","0",0,"0","28","0%","0%",802
"MIROSLAV SYNEK","1/7","0",0,"0","34","0%","0%",803
"ZUZANA ŠOURKOVÁ","1/7","0",1,"0","31","100%","100%",804
"FRANTIŠEK JENÍČEK","1/7","0",1,"0","62","0%","0%",805
"ŠTĚPÁN MELICHAR","1/7","0",0,"0","37","0%","0%",806
"BOHUMILA HRDINOVÁ","1/7","0",1,"0","61","100%","0%",807
"JOSEF MATĚJKA","1/7","0",1,"0","37","0%","0%",808
"MONIKA ŠVECOVÁ","1/7","0",1,"0","41","100%","0%",809
"PETR ŠOUREK","1/7","0",0,"0","36","0%","0%",810
"JIŘÍ PISLCAJK","1/7","0",0,"0","38","0%","0%",811
"MARTINA PEČENÁ","1/7","0",0,"0","39","100%","0%",812
"PETR WACHTL","1/7","0",0,"0","49","0%","0%",813
