"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","8/7","0",4,"4","39,5","62%","25%",7
"PETR FUXA","1/7","0",1,"0","48","0%","0%",801
"STANISLAV MÍŠEK","1/7","0",0,"0","34","0%","0%",802
"PAVEL HOUŠKA","1/7","0",0,"0","34","0%","0%",803
"PETR ŠIBRAVA","1/7","0",0,"0","50","0%","0%",804
"FRANTIŠEK KAŠPAR","1/7","0",1,"0","64","0%","0%",805
"JIŘÍ MICHALE","1/7","0",0,"0","42","0%","0%",806
"JAROSLAV ČERNÍK","1/7","0",0,"0","54","0%","0%",807
"PETRA CHUDOMELOVÁ","1/7","0",0,"0","39","100%","0%",808
"JOSEF DOXANSKÝ","1/7","0",1,"0","56","0%","0%",809
