"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MARTIN ZEMAN, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","28","0%","0%",801
"PETR TŮMA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","31","0%","100%",802
"JAN PEŠEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","64","0%","100%",803
"MILOSLAV PALÁN, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","57","0%","0%",804
"VÁCLAV HONZL, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","37","0%","100%",805
"JAROSLAV HONZL, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","36","0%","0%",806
"JAROMÍR VACEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","33","0%","0%",807
"KATEŘINA PEŠKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","35","100%","0%",808
"JARMILA SUCHARDOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","61","100%","0%",809
"ALENA TOMANICOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","51","100%","0%",810
"ZDENĚK TOŠER, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","45","0%","0%",811
