"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"BLANKA KOUDELKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","37","100%","0%",801
"ING. DAVID KOUDELKA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","40","0%","100%",802
"MGR. MARTIN SCHOVÁNEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","35","0%","100%",803
"DRAHOMÍRA BARTOŠOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","42","100%","0%",804
"MILAN POHAN, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","53","0%","0%",805
"PETR KUDRNA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","37","0%","0%",806
"PAVEL BARTOŠ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","23","0%","0%",807
"BC. JAN KUTHAN, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","34","0%","100%",808
"VLADIMÍR ŠENK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","26","0%","0%",809
"JIŘÍ KNAP, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","40","0%","0%",810
"ONDŘEJ SMRKOVSKÝ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","32","0%","0%",811
"FRANTIŠEK SMRKOVSKÝ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","56","0%","0%",812
