"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JAROSLAV MAJZLÍK","1/7","0",1,"0","56","0%","0%",801
"JIŘÍ ZAVADIL","1/7","1",0,"0","39","0%","0%",802
"IVO BENEDIKT","1/7","0",0,"0","49","0%","0%",803
"ZDENĚK BRHEL","1/7","1",0,"0","46","0%","0%",804
"VĚRA TRUKSOVÁ","1/7","0",1,"0","68","100%","0%",805
"DRAHOMÍR STÁVEK","1/7","0",0,"0","38","0%","0%",806
"BC. DUŠAN VALÁŠEK","1/7","0",0,"0","45","0%","100%",807
"NADĚŽDA ZAVADILOVÁ","1/7","0",0,"0","36","100%","0%",808
"MARCELA DAMBORSKÁ","1/7","0",0,"0","37","100%","0%",809
"BRONISLAVA BRHLOVÁ","1/7","0",0,"0","46","100%","0%",810
"JIŘÍ VESELSKÝ","1/7","1",0,"0","42","0%","0%",811
