"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"RADIM SCHMIDT, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","41","0%","0%",801
"VÍTĚZSLAV LUKÁŠEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","22","0%","0%",802
"JIŘÍ PÍSAŘ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","53","0%","0%",803
"JUDR. FILIP PUNDA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","38","0%","100%",804
"JIŘÍ PÍSAŘ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","29","0%","0%",805
"RUDOLF JON, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","37","0%","0%",806
"MARTIN VÁVRA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","35","0%","0%",807
"LENKA KICLOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","41","100%","0%",808
"MIROSLAV PECH, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","60","0%","0%",809
"STANISLAV BUDÍN, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","47","0%","0%",810
"VÁCLAV KOVÁŘ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","40","0%","0%",811
"JIŘÍ HEŘMÁNEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","29","0%","0%",812
