"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JAROSLAVA PONDĚLÍKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","42","100%","0%",801
"JANA PALUBJAKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","31","100%","100%",802
"LENKA JENČOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","22","100%","0%",803
"JOSEF POUKAR, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","41","0%","0%",804
"LADISLAV TŘEŠTÍK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","41","0%","0%",805
"KAMILA RANDLIČIČOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","41","100%","0%",806
"MIROSLAV DEREŽICKIJ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","31","0%","100%",807
"HELENA POVOLNÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","41","100%","0%",808
"MARTIN PRÁGL, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","35","0%","0%",809
"MARTIN TŘEŠTÍK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","37","0%","0%",810
