"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KOMUNISTICKÁ STRANA ČECH A MORAVY","5/9","1",0,"2","55","0%","60%",47
"JAN PATÁK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","63","0%","0%",801
"ADOLF JERSÁK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","51","0%","0%",802
"JAROSLAV TUČEK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","57","0%","0%",803
"PAVEL NOVOTNÝ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","56","0%","0%",804
"JOSEF VEJVODA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","62","0%","100%",805
"RUDOLF KINZL, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","33","0%","0%",806
"ROBERT HANUŠ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","45","0%","0%",807
"FRANTIŠEK FRANC, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","39","0%","0%",808
"JAROSLAV SKŘIVÁNEK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","26","0%","0%",809
"VLASTIMIL KOLUMPEK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","42","0%","0%",810
"JOSEF LERCH, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","39","0%","0%",811
"VRATISLAV KULHÁNEK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","55","0%","0%",812
"VÁCLAV POLÁK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","43","0%","0%",813
"MARTIN BAUER, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","45","0%","0%",814
"LUKÁŠ FLÍČEK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","29","0%","0%",815
