"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JIŘÍ DVOŘÁK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","36","0%","0%",801
"OLGA HUDEČKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","50","100%","0%",802
"RADEK MAZAL, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","32","0%","0%",803
"LIBOR NOVÁK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","36","0%","0%",804
"PAVEL NOVÁK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","39","0%","0%",805
"ING.VLADIMÍR NOVÁK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","35","0%","100%",806
"JIŘÍ PLOCEK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","50","0%","0%",807
"PETR PLOCEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","50","0%","0%",808
"JAN KVASNIČKA, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","45","0%","0%",809
"JOSEF MICHALEC, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","32","0%","0%",810
"ING. JIŘÍ ZEMAN, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","43","0%","100%",811
"KAREL KŘÍŽ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","62","0%","0%",812
