"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MGR. MARTINA BRESTOVSKÁ","1/7","0",1,"0","35","100%","100%",801
"KAREL PLECITÝ","1/7","0",1,"0","48","0%","0%",802
"PAVEL DVOŘÁK","1/7","0",1,"0","44","0%","0%",803
"JOSEF ŠANDERA","1/7","0",0,"0","43","0%","0%",804
"LUKÁŠ KLÍMA","1/7","0",0,"0","23","0%","0%",805
"ING. JAN POSPÍŠIL","1/7","0",0,"0","41","0%","100%",806
"MARTINA CHYBOVÁ","1/7","0",1,"0","42","100%","0%",807
"LADISLAV VRBA","1/7","0",0,"0","35","0%","0%",808
"ING. STANISLAV DVOŘÁK","1/7","0",1,"0","33","0%","100%",809
"MARTIN ŠUBERT","1/7","0",0,"0","38","0%","0%",810
"MIROSLAV ŠABACKÝ","1/7","0",1,"0","53","0%","0%",811
"MICHAL BERÁNEK","1/7","0",1,"0","43","0%","0%",812
