"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"EVA KUBÁTOVÁ","1/7","1",0,"0","33","100%","0%",801
"IVETA KRÁLOVÁ","1/7","0",0,"0","51","100%","0%",802
"JIŘÍ BLAŽEK","1/7","1",0,"0","60","0%","0%",803
"LENKA NOVÁKOVÁ","1/7","1",0,"0","40","100%","0%",804
"MIROSLAV ZÁRUBA","1/7","0",0,"0","52","0%","0%",805
"PETR MORÁVEK","1/7","0",0,"0","41","0%","0%",806
"PETR NOVÁK","1/7","1",0,"0","45","0%","0%",807
"VĚRA PILAŘOVÁ","1/7","1",0,"0","47","100%","0%",808
"VILMA OŽVALDOVÁ","1/7","0",0,"0","55","100%","0%",809
"VOJTĚCH MEDUNA","1/7","1",0,"0","30","0%","100%",810
