"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JITKA ŠKVOROVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","55","100%","0%",801
"ZDENĚK VOŽICKÝ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","55","0%","0%",802
"JIŘÍ KRÁTKÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","65","0%","0%",803
"RSDR. PETR SAHULA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","64","0%","100%",804
"TOMÁŠ UHLÍŘ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","41","0%","0%",805
"BC. ALEŠ ZNAMENÁČEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","43","0%","100%",806
"JIŘÍ ZACH, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","42","0%","0%",807
"ALENA ČUTOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","43","100%","0%",808
"JOSEF VAŠÁK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","45","0%","0%",809
"MILOSLAV VEJMELKA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","58","0%","0%",810
