"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JITKA FANTOVÁ","1/9","0",1,"0","50","100%","0%",801
"KVĚTA NĚMCOVÁ","1/9","0",1,"0","53","100%","0%",802
"ING. HANA KUNÁŠKOVÁ","1/9","0",0,"0","52","100%","100%",803
"FRANTIŠEK VAVŘIČKA","1/9","0",0,"0","57","0%","0%",804
"ING. IVAN VERGNER","1/9","0",1,"0","65","0%","100%",805
"LIBUŠE ŘEHÁČKOVÁ","1/9","0",1,"0","64","100%","0%",806
"ALENA KLIČKOVÁ","1/9","0",1,"0","40","100%","0%",807
"MGR. OLDŘICH POUL","1/9","0",1,"0","30","0%","100%",808
"NIKOLA ŠVAJNÁ","1/9","0",0,"0","19","100%","0%",809
"BLANKA VAVŘINOVÁ","1/9","0",0,"0","63","100%","0%",810
"JINDŘICH ARNOT","1/9","0",0,"0","68","0%","0%",811
"ZUZANA VAVŘINOVÁ","1/9","0",0,"0","28","100%","0%",812
"BC. DAGMAR KALINOVÁ","1/9","0",0,"0","25","100%","100%",813
"ING. ALEŠ ŠORF","1/9","0",0,"0","51","0%","100%",814
"JANA PECHOVÁ","1/9","0",0,"0","40","100%","0%",815
"JOSEF PROFOUS","1/9","0",0,"0","42","0%","0%",816
