"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MARIE ZBÍRALOVÁ","1/9","0",1,"0","58","100%","0%",801
"MIROSLAV PATRIK","1/9","0",1,"0","54","0%","0%",802
"LUBOR STOULIL","1/9","0",1,"0","58","0%","0%",803
"ING. LUCIE ŠPÍNOVÁ, ROZ. KOTTNAUEROVÁ","1/9","0",0,"0","35","100%","100%",804
"DITA HNIDOVÁ","1/9","0",1,"0","44","100%","0%",805
"HANA HRUBÁ","1/9","0",1,"0","38","100%","0%",806
"JIŘÍ LIBÝ","1/9","0",1,"0","39","0%","0%",807
"MICHAL ŽÁK","1/9","0",0,"0","41","0%","0%",808
"KATEŘINA KRIŠTOFOVÁ","1/9","0",0,"0","34","100%","100%",809
"ING. JAN VODENKA","1/9","0",0,"0","57","0%","100%",810
"PETR SCHUSTER","1/9","0",0,"0","34","0%","0%",811
"MICHAL PETRÁK","1/9","0",0,"0","29","0%","0%",812
