"Strana","Počet kandidátů","Průměrný věk","Podíl žen","Akademický titul","Mandát obhajuje","Změna strany","StranaNr"
"LUKÁŠ VAŇÁČ, NEZÁVISLÝ KANDIDÁT","1/7","22","0%","0%","1",0,801
"PETR JAKL, NEZÁVISLÝ KANDIDÁT","1/7","29","0%","0%","0",0,802
"DANIEL HUMEŠ, NEZÁVISLÝ KANDIDÁT","1/7","26","0%","0%","0",0,803
"JOSEF HOLADA, NEZÁVISLÝ KANDIDÁT","1/7","66","0%","0%","0",0,804
"VLADIMÍR TOMAN, NEZÁVISLÝ KANDIDÁT","1/7","42","0%","0%","1",0,805
"ROMAN MÁLEK, NEZÁVISLÝ KANDIDÁT","1/7","29","0%","0%","0",0,806
"PAVEL MÁLEK, NEZÁVISLÝ KANDIDÁT","1/7","59","0%","0%","0",0,807
