"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"PETRA NĚMCOVÁ","1/10","0",0,"0","47","0%","0%",801
"ING. JAROSLAV BERNÁŠEK","1/10","0",1,"0","53","0%","100%",802
"PETR ŠTULÍK","1/10","0",1,"0","48","0%","0%",803
"KATEŘINA BLÁHOVÁ","1/10","0",1,"0","26","0%","0%",804
"ING. ZDENĚK BLÁHA","1/10","0",1,"0","54","0%","100%",805
"ROMAN OTTA","1/10","0",1,"0","44","0%","0%",806
"VÁCLAV ŠRÁMEK","1/10","0",1,"0","33","0%","0%",807
"RENATA URBANOVÁ","1/10","0",1,"0","45","0%","0%",808
"ING. ZDENĚK BUCEK","1/10","0",1,"0","66","0%","100%",809
"VÁCLAV LINHART","1/10","0",1,"0","60","0%","0%",810
"TOMÁŠ VOKURKA","1/10","0",1,"0","43","0%","0%",811
"ING. MIROSLAV ZÁZVORKA","1/10","0",1,"0","46","0%","100%",812
"ZDENĚK ŠUBRT","1/10","0",0,"0","66","0%","0%",813
"JAROSLAV LINHART","1/10","0",1,"0","44","0%","0%",814
