"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"SDRUŽENÍ ČSSD A NEZÁVISLÝCH KANDIDÁTŮ","3/13","0",2,"1","44,3","67%","67%",371
"JANA PŠENIČKOVÁ- NEZÁVISLÝ KANDIDÁT","1/13","0",1,"0","50","100%","0%",801
"JAROSLAVA BULÍNOVÁ- NEZÁVISLÝ KANDIDÁT","1/13","0",1,"0","51","100%","0%",802
"IVANA KŘÍŽKOVÁ-NEZÁVISLÝ KANDIDÁT","1/13","0",1,"0","51","100%","0%",803
"ZBYNĚK MALÝ- NEZÁVISLÝ KANDIDÁT","1/13","0",1,"0","41","0%","0%",804
"JIŘÍ PODRÁZKÝ- NEZÁVISLÝ KANDIDÁT","1/13","0",1,"0","31","0%","0%",805
"ROMAN BOUČEK- NEZÁVISLÝ KANDIDÁT","1/13","0",1,"0","47","0%","0%",806
"JAROSLAVA BALOUNOVÁ -  NEZÁVISLÝ KANDIDÁT","1/13","0",1,"0","52","100%","0%",807
"JANA MAŠKOVÁ - NEZÁVISLÝ KANDIDÁT","1/13","0",1,"0","41","100%","0%",808
"JOSEF KUBÍN - NEZÁVISLÝ KANDIDÁT","1/13","0",1,"0","66","0%","0%",809
"LUBOŠ SŮSA - NEZÁVISLÝ KANDIDÁT","1/13","0",1,"0","44","0%","0%",810
"IVAN GRIN - NEZÁVISLÝ KANDIDÁT","1/13","0",1,"0","58","0%","0%",811
"PAVEL SOSNOVEC-NEZÁVISLÝ KANDIDÁT","1/13","0",0,"0","42","0%","0%",812
"BC. PETR LOMOZ","1/13","0",0,"0","28","0%","100%",813
"JAN CIHELKA- NEZÁVISLÝ KANDIDÁT","1/13","0",0,"0","32","0%","0%",814
"ZDENĚK MALENDA, NEZÁVISLÝ KANDIDÁT","1/13","0",0,"0","53","0%","0%",815
"JIŘÍ DRAGOUN - NEZÁVISLÝ KANDIDÁT","1/13","0",0,"0","37","0%","0%",816
"PAVEL LITOŠ","1/13","0",0,"0","43","0%","0%",817
