"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"NEZÁVISLÝ KROPÁČEK BŘETISLAV","1/7","1",0,"0","49","0%","0%",801
"NEZÁVISLÁ KLEČÁKOVÁ PETRA","1/7","0",0,"0","33","100%","0%",802
"NEZÁVISLÝ ZDENĚK JOSEF","1/7","0",0,"0","59","0%","0%",803
"NEZÁVISLÝ JIRÁK JOSEF","1/7","1",0,"0","62","0%","0%",804
"NEZÁVISLÝ HATÁK RADEK","1/7","1",0,"0","38","0%","0%",805
"NEZÁVISLÁ HATÁKOVÁ VERONIKA","1/7","0",0,"0","31","100%","100%",806
"NEZÁVISLÝ PETRUS STANISLAV","1/7","0",0,"0","48","0%","0%",807
"NEZÁVISLÝ ZDENĚK MARTIN","1/7","0",0,"0","35","0%","100%",808
"NEZÁVISLÝ HATÁK JOSEF","1/7","1",0,"0","63","0%","0%",809
"NEZÁVISLÝ JIRÁK PETR","1/7","0",0,"0","36","0%","0%",810
"NEZÁVISLÝ LAUDÁT JAN","1/7","0",0,"0","25","0%","0%",811
"NEZÁVISLÝ KROPÁČEK TOMÁŠ","1/7","0",0,"0","20","0%","0%",812
