"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"FRANTIŠEK HOSKOVEC","1/7","0",1,"0","46","0%","0%",801
"JOSEF ZELENÝ","1/7","0",1,"0","56","0%","0%",802
"JITKA TRPIŠOVSKÁ,DIS.","1/7","0",0,"0","31","100%","100%",803
"JAROMÍR KAREL","1/7","0",1,"0","58","0%","0%",804
"VĚRA PEŠKOVÁ","1/7","0",0,"0","38","100%","0%",805
"JOSEF FEJFAR","1/7","0",1,"0","64","0%","0%",806
"JANA SMEJKALOVÁ","1/7","0",0,"0","49","100%","0%",807
"DALIBOR SEDLÁČEK","1/7","0",0,"0","38","0%","0%",808
"LENKA SEDLÁČKOVÁ","1/7","0",0,"0","34","100%","0%",809
"RICHARD PACHOVSKÝ","1/7","0",0,"0","39","0%","0%",810
"MIROSLAVA NOVÁKOVÁ","1/7","0",0,"0","40","100%","0%",811
"JIŘÍ SMEJKAL","1/7","0",0,"0","55","0%","0%",812
"BOHUMIL MÁLEK","1/7","0",0,"0","47","0%","0%",813
"VĚRA ŠTECHEROVÁ","1/7","0",1,"0","56","100%","0%",814
"PAVEL NOVÁK","1/7","0",0,"0","20","0%","0%",815
