"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ELIŠKA POKOJOVÁ","1/7","0",0,"0","32","100%","0%",801
"PETR ZACHOVAL","1/7","0",0,"0","30","0%","0%",802
"JOSEF ZEMAN","1/7","0",1,"0","54","0%","0%",803
"EVA NĚMCOVÁ","1/7","0",0,"0","47","100%","0%",804
"HANA KOPECKÁ","1/7","0",0,"0","46","100%","0%",805
"JAN HALVA","1/7","0",1,"0","62","0%","0%",806
"MARTIN ŠTĚPÁNEK","1/7","0",1,"0","35","0%","0%",807
"RADKA HORÁKOVÁ","1/7","0",0,"0","40","100%","0%",808
"JIŘÍ KVASNICA","1/7","0",1,"0","47","0%","0%",809
"JIŘÍ FORMAN","1/7","0",1,"0","36","0%","0%",810
