"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"VLADIMÍR SADÍLEK","1/15","0",1,"0","33","0%","0%",801
"JIŘÍ POKORNÝ","1/15","0",1,"0","41","0%","0%",802
"ROMAN HROMAS","1/15","0",0,"0","37","0%","0%",803
"PAVEL BAREŠ","1/15","0",1,"0","38","0%","0%",804
"JOSEF ŠAFRA","1/15","0",1,"0","57","0%","0%",805
"JIŘÍ ŠPAK","1/15","0",1,"0","51","0%","0%",806
"JIŘÍ HROMAS","1/15","0",1,"0","35","0%","0%",807
"MARTIN NOVÁK","1/15","0",1,"0","45","0%","0%",808
"HELENA GABRIELOVÁ","1/15","0",0,"0","41","100%","0%",809
"JAROSLAV ŠUSTA","1/15","0",1,"0","67","0%","0%",810
"PETR ŠNAJBERK","1/15","0",0,"0","43","0%","0%",811
"PETR ŠAFRÁNEK","1/15","0",1,"0","53","0%","0%",812
"VÁCLAV DLASEK","1/15","0",1,"0","56","0%","0%",813
"JOSEF NOVÁK","1/15","0",1,"0","49","0%","0%",814
"MICHAL TROJAN","1/15","0",1,"0","42","0%","0%",815
"MILAN BOHATA","1/15","0",1,"0","39","0%","0%",816
"VÁCLAV KOPÁČEK","1/15","0",1,"0","35","0%","0%",817
"JIŘÍ HENDRYCH","1/15","0",1,"0","35","0%","0%",818
"DAVID KOCOUREK","1/15","0",0,"0","29","0%","0%",819
"ALEXANDRA SVOBODOVÁ","1/15","0",0,"0","51","100%","0%",820
"JIŘÍ HANUŠ","1/15","0",0,"0","57","0%","0%",821
"JAROSLAV SADÍLEK","1/15","0",1,"0","36","0%","0%",822
"JAROSLAV KMOCH","1/15","0",1,"0","47","0%","0%",823
"PETR HENDRYCH","1/15","0",0,"0","34","0%","0%",824
