"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"PAVLÍNA SALVOVÁ","1/5","1",0,"0","40","100%","0%",801
"LIBUŠE SLEJŠKOVÁ","1/5","0",0,"0","56","100%","0%",802
"JELÍNKOVÁ ROMANA","1/5","0",0,"0","42","100%","0%",803
"DEBELKOVÁ VLADANA","1/5","0",0,"0","41","100%","0%",804
"SIRŮČEK MIROSLAV","1/5","0",1,"0","44","0%","0%",805
"KUKLA JOSEF","1/5","0",0,"0","23","0%","0%",806
"MILAN ZAHRADNÍK","1/5","0",0,"0","33","0%","0%",807
"BC. LENKA ROZSÉVAČOVÁ","1/5","0",1,"0","26","100%","100%",808
"OLDŘICH ROZSÉVAČ","1/5","1",0,"0","54","0%","0%",809
"MICHAL SÝKORA","1/5","0",0,"0","36","0%","0%",810
