"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"PAVEL KOPIŠTĚ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","42","0%","0%",801
"ING. MARCELA ČERVENÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","53","100%","100%",802
"MUDR. ZDENĚK TUREK PH.D. NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","34","0%","100%",803
"NADĚŽDA ŠVADLENKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","58","100%","0%",804
"ING. VLADIMÍR KOŠŤÁL, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","50","0%","100%",805
"MARTIN VÍTEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","44","0%","0%",806
"ROMANA POTŮČKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","44","100%","0%",807
"STANISLAV SKALICKÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","48","0%","0%",808
"STANISLAVA ŘÍHOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","51","100%","0%",809
"ZDENĚK ŘÍHA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","52","0%","0%",810
"PAVLA PĚNÍKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","25","100%","0%",811
"JAN SCHEJBAL, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","43","0%","0%",812
"MARTIN ČECH, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","31","0%","0%",813
"ZDENĚK HAVLÍČEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","36","0%","0%",814
"RICHARD LÁN, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","41","0%","0%",815
