"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MGR. YVETTA ZEMANOVÁ","1/9","0",1,"0","61","100%","100%",801
"MGR. JOSEF RUML","1/9","0",0,"0","49","0%","100%",802
"ING. ZUZANA HAVLÍKOVÁ HEŘMÁNKOVÁ","1/9","0",1,"0","36","100%","100%",803
"JAN KARELA","1/9","0",1,"0","46","0%","0%",804
"LUDĚNA ŠULCOVÁ","1/9","0",1,"0","64","100%","0%",805
"DUŠAN LÍNEK","1/9","0",1,"0","37","0%","0%",806
"JOSEF HRUBEŠ","1/9","0",1,"0","47","0%","0%",807
"ING. HRAŇO VLADIMÍR","1/9","0",1,"0","59","0%","100%",808
"JAROSLAV VÍZNER","1/9","0",0,"0","32","0%","0%",809
"BC. LIBOR ŠMÍD","1/9","0",0,"0","34","0%","100%",810
"JANA STÁRKOVÁ","1/9","0",0,"0","43","100%","0%",811
"ING.MARGITA MATULOVÁ","1/9","0",1,"0","45","100%","100%",812
"LADISLAV HOUSKA","1/9","0",0,"0","61","0%","0%",813
"JAROSLAV PLÍHAL","1/9","0",0,"0","57","0%","0%",814
"MARCELA ŠPITÁLNÍKOVÁ","1/9","0",1,"0","39","100%","0%",815
"MGR. LINDA JOHANIDESOVÁ","1/9","0",1,"0","36","100%","100%",816
