"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"STANISLAV SOVA","1/7","0",1,"0","38","0%","0%",801
"ING. JIŘÍ ŠMÍD","1/7","0",1,"0","46","0%","100%",802
"ALEŠ SAIC","1/7","0",1,"0","50","0%","0%",803
"LUDMILA PILNEYOVÁ","1/7","0",1,"0","47","100%","0%",804
"PAVEL VOJTĚCH","1/7","0",1,"0","46","0%","0%",805
"JOSEF KUBALÍK","1/7","0",1,"0","43","0%","0%",806
"DUŠAN MENDA","1/7","0",0,"0","41","0%","0%",807
"MGR. MAREK ŠTEIGR","1/7","0",0,"0","29","0%","100%",808
"JIŘÍ ČERVENÝ","1/7","0",0,"0","35","0%","0%",809
"VRBIČANY 2014","4/7","0",1,"3","55,5","25%","0%",901
