"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MIROSLAV FALTA, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","53","0%","0%",801
"LUDĚK PRAUS, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","36","0%","0%",802
"MARIE TOMANOVÁ, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","53","100%","0%",803
"FRANTIŠEK VRABEC, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","43","0%","0%",804
"PETR MARTINEC, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","46","0%","0%",805
"ING. OLGA KACÁLKOVÁ, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","44","100%","100%",806
"MGR. JAROSLAV PEŘINA, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","36","0%","100%",807
"RŮŽENA SLOVÁKOVÁ, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","40","100%","0%",808
"JIŘÍ VALACH, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","46","0%","0%",809
"RENATA KAŠOVÁ, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","49","100%","0%",810
"TEREZA TOBIŠKOVÁ, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","37","100%","0%",811
"MARTINA HANYKOVÁ, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","39","100%","0%",812
"YVETA VESELÁ, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","52","100%","0%",813
"EVA MUSILOVÁ, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","55","100%","0%",814
"JAN JENÍK, NEZÁVISLÝ KANDIDÁT","1/15","1",0,"0","62","0%","0%",815
"MGR. KATEŘINA PRACHAŘOVÁ, NEZÁVISLÝ KANDIDÁT","1/15","0",0,"0","35","100%","100%",816
