"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"DANUŠE KŘEPELKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","54","100%","0%",801
"ING. MILENA ŠKORPILOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","53","100%","100%",802
"HANA ŠPINOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","54","100%","0%",803
"PETR ŠTECHER, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","41","0%","0%",804
"FRANTIŠEK DUŠEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","37","0%","0%",805
"JIŘÍ KOTRČ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","54","0%","0%",806
"JOSEF KRAJÍČEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","71","0%","0%",807
"JIŘÍ HÁLA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","44","0%","0%",808
"JANA MACHYÁNOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","34","100%","0%",809
"ŠTĚPÁNKA CHMELOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","21","100%","0%",810
"MARIE MARŠOUNOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","42","100%","0%",811
