"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"LENKA SAMCOVÁ","1/7","0",1,"0","42","100%","0%",801
"BC. MIROSLAVA ŠIKOVÁ","1/7","0",0,"0","37","100%","100%",802
"LUCIE BUZÍNOVÁ UHLÍŘOVÁ","1/7","0",0,"0","29","100%","0%",803
"ING. MILOSLAV SAMEC","1/7","0",1,"0","51","0%","100%",804
"KAREL KOHOUT","1/7","0",1,"0","28","0%","0%",805
"BC. LADISLAV KIŠŠ","1/7","0",0,"0","38","0%","100%",806
"VLADIMÍR MAŘÍK","1/7","0",0,"0","34","0%","0%",807
"PAVEL DRNEK","1/7","0",1,"0","39","0%","0%",808
"BOHUMIL MELICHAR","1/7","0",1,"0","47","0%","0%",809
"MIROSLAV ZEMEN","1/7","0",1,"0","37","0%","0%",810
