"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"RADEK SVOBODA","1/9","0",1,"0","37","0%","0%",801
"LENKA BENEŠOVÁ","1/9","0",1,"0","41","100%","0%",802
"LIBOR TOUFAR","1/9","0",0,"0","37","0%","0%",803
"JANA BÁŇOVÁ","1/9","0",0,"0","35","100%","0%",804
"RADKA ŘEPOVÁ","1/9","0",1,"0","38","100%","0%",805
"PAVEL KOVÁŘ","1/9","0",1,"0","24","0%","0%",806
"KAREL TRNKA","1/9","0",1,"0","59","0%","0%",807
"MILAN VÍDENSKÝ","1/9","0",1,"0","47","0%","0%",808
"VÁCLAV KŘIVAN","1/9","0",1,"0","37","0%","0%",809
"PETRA TRNKOVÁ","1/9","0",0,"0","42","100%","0%",810
"PETER TRNKA","1/9","0",1,"0","35","0%","0%",811
"ANTONÍN ŠILHAVÝ","1/9","0",0,"0","34","0%","0%",812
