"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","1/7","0",0,"0","61","0%","0%",1
"JAROSLAV RAČICKÝ","1/7","0",0,"0","45","0%","0%",801
"JOSEF SMETANA","1/7","0",0,"0","28","0%","0%",802
"JIŘÍ KOPR","1/7","0",1,"0","34","0%","0%",803
"MICHAL TŘÍLETÝ","1/7","0",0,"0","20","0%","0%",804
"DAGMAR TŘÍLETÁ","1/7","0",1,"0","46","100%","0%",805
"ZBYNĚK PECKA","1/7","0",0,"0","32","0%","0%",806
"BOHUMIL PECKA","1/7","0",0,"0","63","0%","0%",807
"VERONIKA KOUKALOVÁ","1/7","0",1,"0","31","100%","0%",808
"MIROSLAVA RAABOVÁ","1/7","0",1,"0","52","100%","0%",809
