"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MARCELA STŘÍTESKÁ","1/5","0",1,"0","39","100%","0%",801
"ROMAN FILIP","1/5","0",0,"0","36","0%","0%",802
"ANDREA STAŇKOVÁ","1/5","0",0,"0","35","100%","0%",803
"LENKA BISOVÁ","1/5","0",1,"0","37","100%","0%",804
"DUŠAN HOCHMAL","1/5","0",1,"0","39","0%","0%",805
"ING. RADEK ŠINDELÁŘ","1/5","0",0,"0","42","0%","100%",806
"ZUZANA JELÍNKOVÁ, DIS.","1/5","0",0,"0","30","100%","100%",807
"ING. ALENA JELÍNKOVÁ","1/5","0",1,"0","55","100%","100%",808
"VERONIKA HOCHMALOVÁ","1/5","0",0,"0","19","100%","0%",809
"MARTIN STŘÍTESKÝ","1/5","0",0,"0","20","0%","0%",810
