"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JOSEF VANCL","1/9","1",0,"0","58","0%","0%",801
"MARCELA JANÁKOVÁ","1/9","1",0,"0","48","100%","0%",802
"LUBOMÍR MARTINKA","1/9","0",0,"0","29","0%","100%",803
"PETR STRÁNSKÝ","1/9","1",0,"0","52","0%","0%",804
"DENISA VONDROUŠOVÁ","1/9","0",0,"0","20","100%","0%",805
"JIŘÍ ČEŘOVSKÝ","1/9","0",0,"0","54","0%","0%",806
"MIROSLAV NOŽIČKA","1/9","1",0,"0","64","0%","0%",807
"ARNOŠT JÄGER","1/9","0",1,"0","36","0%","100%",808
"LUBOMÍR SAVOV","1/9","0",1,"0","56","0%","100%",809
"JAN SUCHÝ","1/9","1",0,"0","63","0%","0%",810
"MARTIN VANCL","1/9","0",0,"0","33","0%","0%",811
"PETRA HOŘÁNKOVÁ","1/9","0",0,"0","22","100%","0%",812
"MILAN BRISSLINGER","1/9","0",0,"0","38","0%","0%",813
"IVANA ERBENOVÁ","1/9","0",0,"0","46","100%","0%",814
"JAROSLAV SVĚDIROH","1/9","1",0,"0","44","0%","0%",815
"RADMILA KALENSKÁ","1/9","0",0,"0","42","100%","0%",816
"JOSEF JANÁK","1/9","0",0,"0","37","0%","0%",817
"JAN HAŽER","1/9","0",0,"0","26","0%","0%",818
