"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JAN KNOTEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","34","0%","0%",801
"LUDMILA MAKOVCOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","43","100%","0%",802
"MARIE NOVOTNÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","48","100%","0%",803
"VÁCLAV SMETANA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","49","0%","0%",804
"MONIKA MAREŠOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","24","100%","0%",805
"JIŘÍ ŠICH, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","50","0%","0%",806
"JAROSLAVA KREJČOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","42","100%","0%",807
"JIŘÍ ŽÍLA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","48","0%","0%",808
"EVA KÁŠKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","37","100%","0%",809
"MIROSLAV KRCH, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","46","0%","0%",810
