"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ANDREA BERKOVSKÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","37","100%","0%",801
"HANA ZELENÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","40","100%","0%",802
"BLANKA RANGLOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","45","100%","0%",803
"PETR DOLEJŠ DIS., NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","30","0%","100%",804
"IRENA DVOŘÁKOVÁ DIS., NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","32","100%","100%",805
"ING. FRANTIŠEK HAVLÍČEK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","58","0%","100%",806
"PETR DOLEJŠ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","57","0%","0%",807
"LENKA NOVÁKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","45","100%","0%",808
"BC. MARTIN HILLE, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","50","0%","100%",809
"JAROSLAV NOVÁK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","48","0%","0%",810
