"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MARTINA BEDNÁŘOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","39","100%","0%",801
"RENATA VÁLKOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","40","100%","0%",802
"HANA CHLUMSKÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","43","100%","0%",803
"PAVEL JUST, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","38","0%","0%",804
"MIROSLAVA PAZDEROVÁ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","47","100%","0%",805
"JANA FILIPI, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","49","0%","0%",806
"ING. JIŘÍ MLEJNEK, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","32","0%","100%",807
"ING. ZBYNĚK GREGOR, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","45","0%","100%",808
"PAVEL TRNKA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","47","0%","0%",809
"JIŘÍ KUČERA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","58","0%","0%",810
"JAROSLAV ŠIMON, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","51","0%","0%",811
"ZDENĚK VAJRAUCH, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","54","0%","0%",812
"ING. PAVEL GREGOR, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","47","0%","100%",813
