"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MGR. RADIM JINDRA, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","40","0%","100%",801
"VÁCLAV BÍLEK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","41","0%","0%",802
"JIŘÍ DUBA, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","38","0%","0%",803
"FRANTIŠEK KVASNIČKA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","38","0%","0%",804
"JAN PUNČOCHÁŘ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","24","0%","0%",805
"JINDŘICH KOMÁREK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","42","0%","0%",806
"KAREL PRŮŠA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","35","0%","0%",807
"PETR DVOŘÁK, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","37","0%","0%",808
"TOMÁŠ KRATOCHVÍL, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","40","0%","0%",809
"LUCIE JINDROVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","38","100%","0%",810
"VERONIKA JAKEŠ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","34","0%","0%",811
"RADEK ŠIMEČEK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","44","0%","0%",812
"PETRA ŠIMEČKOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","38","100%","0%",813
"VLASTIMIL KOLÁŘ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","52","0%","0%",814
"JAN KUBART, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","52","0%","0%",815
"MILAN NOVOTNÝ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","39","0%","0%",816
