"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MARTIN STRÁNSKÝ","1/9","0",0,"0","51","0%","0%",801
"ING. IVA GRACÍKOVÁ","1/9","0",0,"0","38","100%","100%",802
"MGR. BARBORA CERMANOVÁ","1/9","0",0,"0","39","100%","100%",803
"MUDR. TOMÁŠ MINÁŘ","1/9","0",0,"0","45","0%","100%",804
"ZDENĚK KULHÁNEK","1/9","0",0,"0","33","0%","0%",805
"MARTIN KOTÍK","1/9","0",0,"0","33","0%","0%",806
"VÁCLAV PETERA","1/9","0",0,"0","38","0%","0%",807
"ALEŠ POPRACH","1/9","1",0,"0","40","0%","0%",808
"JIŘÍ ELIŠÁK","1/9","0",0,"0","48","0%","0%",809
"JANA HLAVATÁ","1/9","1",0,"0","52","100%","0%",810
"ING. IVO MICHEK","1/9","0",0,"0","41","0%","100%",811
"MILOSLAV ZEMEK","1/9","1",0,"0","70","0%","0%",812
"ING. JAROSLAV KRKONOŠKA","1/9","1",0,"0","40","0%","100%",813
"VLADIMÍR SUCHÝ","1/9","0",0,"0","56","0%","0%",814
"RADEK STRÁNSKÝ","1/9","0",0,"0","42","0%","0%",815
"KAMIL GLOS","1/9","1",0,"0","36","0%","0%",816
"LIBOR KŇOUREK, DIS.","1/9","0",1,"0","31","0%","100%",817
"LADISLAV KRACÍK","1/9","1",0,"0","55","0%","0%",818
