"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","1/7","3",0,"0","44","0%","0%",1
"ANTONÍN BŐHM, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","43","0%","0%",801
"JIŘÍ BĚLSKÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","51","0%","0%",802
"MARKÉTA BRZOŇOVÁ, DIS., NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","25","100%","100%",803
"FRANTIŠEK BRZOŇ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","48","0%","0%",804
"VÁCLAV VILIMOVSKÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","47","0%","0%",805
"HANA JELÍNKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","54","100%","0%",806
"PETR PŘITASIL, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","29","0%","0%",807
"JOSEF DUFEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","29","0%","0%",808
"JIŘÍ RÁSTOČNÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","53","0%","0%",809
"JIŘÍ RÁSTOČNÝ ML., NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","28","0%","0%",810
"JIŘÍ ZEMAN, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","36","0%","0%",811
