"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KOMUNISTICKÁ STRANA ČECH A MORAVY","15/15","1",0,"5","58,4","27%","7%",47
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","15/15","2",0,"9","45,3","33%","7%",7
"VÁCLAV FAIT, NEZÁVISLÝ KANDIDÁT OBEC BŘASY, VRANOV - NÁŠ DOMOV","1/15","0",1,"0","70","0%","0%",801
"PATRIOTI BŘAS","15/15","0",9,"6","51,1","47%","7%",901
"OBČANÉ BŘAS","15/15","1",8,"2","50,5","33%","20%",902
"OBČANÉ PRO OBČANY","15/15","0",6,"9","42,1","53%","20%",903
"ZA ČISTOU A KLIDNOU OBEC","15/15","0",11,"4","52,6","40%","27%",904
"PRO HARMONICKÝ ROZVOJ OBCE","15/15","0",9,"6","41,7","20%","27%",905
"KLUB NEZÁVISLÝCH","15/15","4",3,"5","46,1","33%","27%",906
"PRO ROZVOJ MLÁDEŽNICKÉHO SPORTU","15/15","0",2,"13","38,2","13%","0%",907
"HASIČI A PODNIKATELÉ","15/15","0",9,"6","41,9","0%","7%",908
