"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","1/9","1",0,"0","52","0%","0%",1
"JOSEF HLAVÍN, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","63","0%","0%",801
"MAREK HRADIL, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","33","0%","0%",802
"JOSEF KLOBOUČNÍK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","52","0%","0%",803
"BC. PETR SOULEK, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","38","0%","100%",804
"JOSEF HOLÁN, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","65","0%","0%",805
"BC. JIŘÍ FIŠER ML., NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","24","0%","100%",806
"VERONIKA HLAVÍNOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","27","100%","0%",807
"LUKÁŠ HLAVÍN, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","26","0%","0%",808
"VÁCLAV PODOJIL, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","39","0%","0%",809
"LUBOŠ LOPATA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","31","0%","0%",810
