"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JIŘÍ DŘÍMALKA, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","30","0%","0%",801
"MILAN SOLDÁN, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","54","0%","0%",802
"BC. JANA TESAŘOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","38","100%","100%",803
"ING. MIROSLAV WRANA, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","56","0%","100%",804
"EDUARD PLACHÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","50","0%","0%",805
"BC. SOŇA NOVOSADOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","45","100%","100%",806
"JAROSLAV ŽALUDA, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","56","0%","0%",807
"MGR. JAROSLAV ŽALUDA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","32","0%","100%",808
"STANISLAV ZEIDLER, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","50","0%","0%",809
"ING. RADIM WRANA, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","32","0%","100%",810
"KAREL ORSÁG, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","34","0%","0%",811
"VLADIMÍR HLAVÁČEK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","60","0%","0%",812
"LUDĚK ČERNÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","44","0%","0%",813
