"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ZDENĚK KOMÁREK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","43","0%","0%",801
"PAVEL KUBEŠ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","51","0%","0%",802
"JAN PLESKAČ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","38","0%","0%",803
"ING. LADISLAV CSANDA, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","53","0%","100%",804
"MARTIN ČUNÁT, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","45","0%","0%",805
"FRANTIŠEK HRŮZA, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","50","0%","0%",806
"JAN ČUNÁT, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","35","0%","0%",807
"JIŘÍ ŠTEMBERK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","43","0%","0%",808
"MILAN KRÁL, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","40","0%","0%",809
"JAN HLAVÍN, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","62","0%","0%",810
"ING. MIROSLAV ČUNÁT, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","56","0%","100%",811
"PAVEL PROCHÁZKA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","59","0%","0%",812
"BC. JAN KOTRBA, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","31","0%","100%",813
