"Strana","Počet kandidátů","Průměrný věk","Podíl žen","Akademický titul","Mandát obhajuje","Změna strany","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","7/7","46,3","43%","43%","4",0,1
"SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ","7/7","42,1","29%","0%","3",0,901
