"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"BOHUSLAV ZAJÍC","1/7","0",0,"0","71","0%","0%",801
"VÁCLAV KABRHEL","1/7","1",0,"0","59","0%","0%",802
"JANA BEDNÁŘOVÁ, DIS.","1/7","0",1,"0","40","100%","100%",803
"JIŘÍ BAREŠ","1/7","0",0,"0","35","0%","0%",804
"HANA HÁJKOVÁ","1/7","1",0,"0","44","100%","0%",805
"MIROSLAV DAŠEK","1/7","1",0,"0","58","0%","0%",806
"ROMAN KAŠPAR","1/7","0",0,"0","36","0%","0%",807
"OTAKAR RYBIŠAR","1/7","1",0,"0","45","0%","0%",808
"JAROSLAV KRÁTKÝ","1/7","0",0,"0","32","0%","0%",809
"MICHAL REJNEK","1/7","0",0,"0","32","0%","0%",810
"JAN BRANDEJS","1/7","0",0,"0","29","0%","0%",811
"TOMÁŠ BERAN","1/7","0",0,"0","34","0%","0%",812
"JIŘÍ ŠŤÁSEK","1/7","0",0,"0","52","0%","0%",813
"VOTRUBA PETR","1/7","0",1,"0","37","0%","0%",814
