"Strana","Počet kandidátů","Průměrný věk","Podíl žen","Akademický titul","Mandát obhajuje","Změna strany","StranaNr"
"ŠVERMA KAREL, NEZÁVISLÝ KANDIDÁT","1/7","32","0%","0%","1",0,801
"PETR PELC, NEZÁVISLÝ KANDIDÁT","1/7","55","0%","0%","1",0,802
"MONIKA MLSNOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","48","100%","0%","0",0,803
"LENKA RADOVSKÁ, NEZÁVISLÝ KANDIDÁT","1/7","46","100%","0%","1",0,804
"VERONIKA MARŠÍKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","27","100%","0%","1",0,805
"ŠINÁGL MICHAL, NEZÁVISLÝ KANDIDÁT","1/7","37","0%","0%","1",0,806
"JANA PROCHÁZKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","47","100%","0%","1",0,807
"ZDENKA ŠAFAŘÍKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","64","100%","0%","1",0,808
"VLADIMÍR ZAJKR, NEZÁVISLÝ KANDIDÁT","1/7","45","0%","0%","0",0,809
