"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JIŘÍ STOKLASA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","52","0%","0%",801
"LADISLAV DOBEŠ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","51","0%","0%",802
"ZDEŇKA NOVOTNÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","58","100%","0%",803
"ING. LUDMILA DVOŘÁKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","58","100%","100%",804
"JANA MÁLKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","39","100%","0%",805
"JANA ZIMRMANOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","21","100%","0%",806
"JIŘÍ HLADÍK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","31","0%","0%",807
"MIROSLAV MICHÁLEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","55","0%","0%",808
"MILOŠ ZIMRMAN, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","49","0%","0%",809
"JAROSLAV MADĚRA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","34","0%","0%",810
"ALEŠ PĚKNICE, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","27","0%","0%",811
"ZDEŇKA KOČOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","66","100%","0%",812
"JAROSLAV NĚMEC, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","39","0%","0%",813
