"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"DANIEL HAVLÍČEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","44","0%","0%",801
"FRANTIŠEK BOŘÍK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","67","0%","100%",802
"MILOSLAVA BRADOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","44","100%","0%",803
"MIROSLAV ČEPICKÝ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","66","0%","0%",804
"JOSEF DUCHEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","52","0%","0%",805
"MIROSLAVA FARKAŠOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","33","100%","0%",806
"MARKÉTA FIŠÁKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","36","100%","0%",807
"IVANA LINHARTOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","43","100%","100%",808
"JAROMÍR MUCHKA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","46","0%","0%",809
"JAROSLAV VACHOVEC, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","66","0%","0%",810
