"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JAN HERBER","1/15","0",0,"0","27","0%","0%",801
"MAREK PALETA","1/15","0",1,"0","41","0%","0%",802
"EVA SGLUNDOVÁ","1/15","0",1,"0","52","100%","0%",803
"ING. VÁCLAV VOLNÝ","1/15","0",1,"0","54","0%","100%",804
"RICHARD GASIOREK","1/15","0",0,"0","31","0%","0%",805
"MARTIN CITRON","1/15","0",1,"0","36","0%","0%",806
"IVANA KRAMNÁ","1/15","0",1,"0","52","100%","0%",807
"BC. OLDŘICH ŠEBELA","1/15","0",1,"0","41","0%","100%",808
"ING. JIŘÍ QUIS","1/15","0",1,"0","45","0%","100%",809
"IVETA BRIGULOVÁ","1/15","0",1,"0","46","100%","0%",810
"LIBOR HŘIVNÁČ","1/15","0",1,"0","54","0%","0%",811
"LIBOR ŠTENCEK","1/15","0",0,"0","48","0%","0%",812
"MGR. JAN HEISIG","1/15","0",1,"0","30","0%","100%",813
"PETR KOŘISTKA","1/15","0",1,"0","49","0%","0%",814
"VLADIMÍR SMOLEC","1/15","0",1,"0","49","0%","0%",815
"VLASTA UVÍROVÁ","1/15","0",1,"0","49","100%","0%",816
"PETR BOLÍK","1/15","0",1,"0","41","0%","0%",817
"PAVEL GLOGOVSKÝ","1/15","0",1,"0","50","0%","0%",818
"ING. DUŠAN OPATŘIL","1/15","0",0,"0","47","0%","100%",819
"DANIEL SVOBODA","1/15","0",1,"0","40","0%","0%",820
"MICHAL HOLČAPEK","1/15","0",0,"0","44","0%","0%",821
"MAREK STAVAŘ","1/15","0",0,"0","40","0%","0%",822
"BC. KAMIL KRAMNÝ","1/15","0",1,"0","39","0%","100%",823
"DAGMAR BAYEROVÁ","1/15","0",0,"0","50","100%","0%",824
"VENDULA CHLEBKOVÁ","1/15","0",0,"0","35","100%","0%",825
