"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"VÁCLAV KOHL","1/9","0",0,"0","29","0%","0%",801
"TEREZA KOHLOVÁ, DIS.","1/9","0",0,"0","28","100%","100%",802
"JOSEF REIMANN","1/9","0",1,"0","25","0%","0%",803
"PETR VÍTEK","1/9","0",0,"0","31","0%","0%",804
"JAN DOSTÁL","1/9","0",0,"0","41","0%","0%",805
"LUDĚK THÉR","1/9","0",1,"0","40","0%","0%",806
"ING. PETR MATĚNA","1/9","0",0,"0","32","0%","100%",807
"JIŘÍ HEINZEL","1/9","0",1,"0","50","0%","0%",808
"ING. VÁCLAV PODSTATA","1/9","0",1,"0","52","0%","100%",809
"PAVEL HERMANN","1/9","0",1,"0","53","0%","0%",810
"VÍTĚZSLAV VÍTEK","1/9","0",1,"0","64","0%","0%",811
