"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JIŘÍ BROTÁNEK","1/15","0",0,"0","24","0%","0%",801
"ERIK PERGL","1/15","0",0,"0","31","0%","0%",802
"MAREK HASMAN","1/15","1",0,"0","37","0%","0%",803
"JOSEF ALBL","1/15","1",0,"0","48","0%","0%",804
"MARTINA CINTLOVÁ","1/15","1",0,"0","48","100%","0%",805
"MGR. BC. ZDEŇKA PATKOVÁ, PH.D.","1/15","1",0,"0","40","100%","100%",806
"VÁCLAV SLÁDEK","1/15","1",0,"0","53","0%","0%",807
"KATEŘINA FOLKOVÁ","1/15","0",0,"0","31","100%","0%",808
"ING. JAN CHALOUPECKÝ","1/15","0",0,"0","36","0%","100%",809
"ŽANETA MARKOVÁ","1/15","0",0,"0","31","100%","0%",810
"ANDREA VENCLOVÁ","1/15","0",0,"0","36","100%","0%",811
"MGR. EVA HORÁKOVÁ","1/15","0",1,"0","64","100%","100%",812
"MGR. DAVID HŮLKA","1/15","0",0,"0","37","0%","100%",813
"MGR. HELENA KAŠŠOVÁ","1/15","0",1,"0","55","100%","100%",814
"JIŘÍ ČERVENKA","1/15","1",0,"0","38","0%","0%",815
"FRANTIŠEK ŠMÍDA","1/15","1",0,"0","34","0%","0%",816
"VLADIMÍR ŠEFL","1/15","1",0,"0","57","0%","0%",817
"ZDENĚK TOBIŠKA","1/15","1",0,"0","45","0%","0%",818
"PAVEL BUREŠ","1/15","1",0,"0","48","0%","0%",819
"ING. STANISLAV BOGDANOV ML.","1/15","0",0,"0","27","0%","100%",820
"PETR HRABÁK","1/15","0",0,"0","51","0%","0%",821
