"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ING. FRANTIŠEK ZVĚŘINA","1/7","0",1,"0","56","0%","100%",801
"TOMÁŠ SIGMUND","1/7","0",1,"0","36","0%","0%",802
"LEOŠ VAKA","1/7","0",0,"0","38","0%","0%",803
"JIŘÍ ŠŤASTNÝ","1/7","0",0,"0","47","0%","0%",804
"MILAN ZACH","1/7","0",1,"0","42","0%","0%",805
"PETR VYDRA","1/7","0",1,"0","34","0%","0%",806
"STANISLAV BAJGL","1/7","0",0,"0","58","0%","0%",807
"JAROSLAV FIALA","1/7","0",1,"0","48","0%","0%",808
"LIBOR ABRAHAM","1/7","0",1,"0","43","0%","0%",809
"ADOLF SIGMUND","1/7","0",1,"0","58","0%","0%",810
