"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"LADISLAV KUSÝ","1/7","1",0,"0","41","0%","0%",801
"BRONISLAV MACEK","1/7","0",0,"0","51","0%","0%",802
"MIROSLAVA ŠTVERÁKOVÁ","1/7","1",0,"0","41","100%","0%",803
"STANISLAV ŠTVERÁK","1/7","0",0,"0","40","0%","0%",804
"MILOSLAV ŠTOLHOF","1/7","0",0,"0","40","0%","0%",805
"ŠÁRKA DVOŘÁKOVÁ","1/7","1",0,"0","35","100%","0%",806
"VLADIMÍR PŘÍHODA","1/7","0",0,"0","37","0%","0%",807
"JITKA LESÁKOVÁ","1/7","0",0,"0","34","100%","0%",808
"MARCEL SAMEK","1/7","0",0,"0","37","0%","0%",809
"JAN LESÁK","1/7","0",0,"0","32","0%","0%",810
"JIŘÍ POKORNÝ","1/7","1",0,"0","58","0%","0%",811
"MONIKA KOSTELECKÁ","1/7","0",0,"0","53","100%","0%",812
"JIŘÍ POKORNÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","28","0%","0%",813
