"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"LENKA KVINTUSOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","45","100%","0%",801
"MARTINA KŮTKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","38","100%","0%",802
"ING. ADAM SLÁDEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","38","0%","0%",803
"JANA HLUBUČKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","56","100%","0%",804
"DANA ŠPICOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","62","100%","0%",805
"JANA KOVÁŘOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","36","100%","0%",806
"BC. NIKOL CHLUDOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","23","100%","0%",807
"JAN VELE, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","57","0%","0%",808
"MARTIN MELOUN, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","38","0%","0%",809
"JAN VOTRUBEC, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","40","0%","0%",810
"DAVID KŮTEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","32","0%","0%",811
