"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"LUBOŠ JÍLEK","1/7","0",1,"0","52","0%","0%",801
"ONDŘEJ KRÁL","1/7","0",1,"0","34","0%","0%",802
"KAREL DOLEŽAL","1/7","0",1,"0","54","0%","0%",803
"PAVEL LUSTIG","1/7","0",0,"0","59","0%","0%",804
"ROSTISLAV ČERNÝ","1/7","0",0,"0","42","0%","0%",805
"EVŽEN PICEK","1/7","0",1,"0","43","0%","0%",806
"MICHAL KOLÁŘ","1/7","0",0,"0","22","0%","0%",807
"KAMIL SYROVÝ","1/7","0",0,"0","34","0%","0%",808
"PETR HLÁVKA","1/7","0",1,"0","37","0%","0%",809
"JAROSLAV ŠEDA","1/7","0",1,"0","38","0%","0%",810
"PETR SLOUPENSKÝ","1/7","0",0,"0","31","0%","0%",811
