"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MIROSLAV JANĎOUREK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","39","0%","0%",801
"LIBOR VALENTA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","45","0%","0%",802
"MGR. PETRA TMĚJOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","40","100%","100%",803
"ING. JAKUB TMĚJ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","41","0%","100%",804
"MIROSLAV PALIČKA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","59","0%","0%",805
"MARTIN PILAŘ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","39","0%","0%",806
"MILAN STROUHAL, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","51","0%","0%",807
"ING. PAVEL JAROLÍMEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","44","0%","100%",808
"ZDENĚK ZACHOVAL, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","51","0%","0%",809
"MIROSLAV ZUMR, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","38","0%","0%",810
"PAVEL ŠÍR, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","41","0%","0%",811
"PAVEL ROZKOVEC, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","61","0%","0%",812
