"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","1/9","1",0,"0","59","0%","100%",1
"OBČANSKÁ DEMOKRATICKÁ STRANA","1/9","0",0,"0","68","0%","0%",53
"TOP 09","1/9","0",0,"0","30","0%","100%",721
"ZDENĚK VOLTR","1/9","0",1,"0","52","0%","0%",801
"ING. DENISA SLATINSKÁ","1/9","0",1,"0","31","100%","100%",802
"PAVEL KOUŘÍLEK","1/9","0",1,"0","38","0%","0%",803
"ANNA BARTEJSOVÁ","1/9","0",0,"0","59","100%","0%",804
"JINDŘICH DOLÁK","1/9","0",1,"0","54","0%","0%",805
"MILAN SEMERÁD","1/9","0",0,"0","53","0%","0%",806
"JIŘÍ HANÁK","1/9","0",1,"0","45","0%","0%",807
"MARTIN TŮMA","1/9","0",0,"0","39","0%","0%",808
"JOSEF RYGL","1/9","0",1,"0","52","0%","0%",809
"JIŘÍ JONÁŠ","1/9","0",1,"0","51","0%","0%",810
