"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ZDEŇKA AUEROVÁ, NEZÁVISLÝ KANDIDÁT","1/11","1",0,"0","59","100%","0%",801
"JAROSLAV HAVELKA, NEZÁVISLÝ KANDIDÁT","1/11","1",0,"0","55","0%","0%",802
"JARMILA ČAPKOVÁ, NEZÁVISLÝ KANDIDÁT","1/11","1",0,"0","56","100%","0%",803
"RADEK PAKANDL, NEZÁVISLÝ KANDIDÁT","1/11","1",0,"0","46","0%","0%",804
"MUDR. JAN BRUTHANS, NEZÁVISLÝ KANDIDÁT","1/11","0",1,"0","35","0%","100%",805
"VLADIMÍR VOREL, NEZÁVISLÝ KANDIDÁT","1/11","1",0,"0","52","0%","0%",806
"BOHUMIL FAIT, NEZÁVISLÝ KANDIDÁT","1/11","1",0,"0","64","0%","0%",807
"JITKA PORTOVÁ, NEZÁVISLÝ KANDIDÁT","1/11","0",0,"0","35","100%","0%",808
"IRENA FRAŇOVÁ, NEZÁVISLÝ KANDIDÁT","1/11","1",0,"0","60","100%","0%",809
"VLADIMÍR POKORNÝ, NEZÁVISLÝ KANDIDÁT","1/11","0",0,"0","51","0%","0%",810
"VLADIMÍR ČUPÍK, NEZÁVISLÝ KANDIDÁT","1/11","0",0,"0","32","0%","0%",811
"KAMILA ČÁKOROVÁ, NEZÁVISLÝ KANDIDÁT","1/11","0",0,"0","44","100%","0%",812
"MARTIN TAKAČ, NEZÁVISLÝ KANDIDÁT","1/11","0",0,"0","35","0%","0%",813
"MGR. JIŘÍ KENDA, NEZÁVISLÝ KANDIDÁT","1/11","0",0,"0","47","0%","100%",814
"KVĚTA BARTONÍČKOVÁ MOLIČOVÁ, NEZÁVISLÝ KANDIDÁT","1/11","0",0,"0","40","100%","0%",815
"KATEŘINA ZAJÍCOVÁ, NEZÁVISLÝ KANDIDÁT","1/11","1",0,"0","42","100%","0%",816
"LUKÁŠ FOL, NEZÁVISLÝ KANDIDÁT","1/11","0",0,"0","18","0%","0%",817
