"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MILAN HAAS, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","49","0%","0%",801
"VÁCLAV MATĚJKA, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","60","0%","0%",802
"VÁCLAV ZIMA, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","60","0%","0%",803
"PAVEL MATĚJKA, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","31","0%","0%",804
"JIŘÍ MATĚJKA, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","35","0%","0%",805
"KAREL TOMÁŠEK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","33","0%","0%",806
"TOMÁŠ HYNČÍK, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","56","0%","0%",807
"VÁCLAV SÍKORA ST., NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","57","0%","0%",808
"FRANTIŠEK SÍKORA, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","63","0%","0%",809
"VLADIMÍR ČERNÝ, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","55","0%","0%",810
"VÁCLAV SÍKORA ML., NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","29","0%","0%",811
